-0.903642	-664.872390
-0.802616	-664.915983
-1.001118	-664.979577
-0.897736	-665.123171
-0.707207	-665.145635
-0.895573	-665.215022
-0.893871	-665.287279
-0.700622	-665.425279
-0.784711	-665.676258
-0.691911	-665.795161
-0.781267	-665.822471
-0.590689	-665.847050
-0.777613	-665.977666
-0.684735	-666.099855
-0.582015	-666.215347
-0.766573	-666.446446
-0.575949	-666.472911
-0.673709	-666.568054
-0.573575	-666.573745
-0.570595	-666.700261
-0.469978	-666.726454
-0.567591	-666.827828
-0.666876	-666.858179
-0.667004	-666.852757
-0.567109	-666.848269
-0.468005	-666.810258
-0.668259	-666.799446
-0.668582	-666.785758
-0.570875	-666.688377
-0.573847	-666.562167
-0.674760	-666.523390
-0.478450	-666.366741
-0.480017	-666.300205
-0.484982	-666.089364
-0.587299	-665.990984
-0.489823	-665.883809
-0.690743	-665.844734
-0.592866	-665.754595
-0.397859	-665.542594
-0.599686	-665.464998
-0.503449	-665.305204
-0.506595	-665.171646
-0.408888	-665.074281
-0.609030	-665.068235
-0.511491	-664.963734
-0.416048	-664.770234
-0.329568	-664.620787
-0.422173	-664.510172
-0.425314	-664.376807
-0.429758	-664.188082
-0.533697	-664.020818
-0.637862	-663.843999
-0.544162	-663.576484
-0.449207	-663.362246
-0.454814	-663.124165
-0.458884	-662.951334
-0.467677	-662.577959
-0.675176	-662.259555
-0.582401	-661.952762
-0.592030	-661.543909
-0.601617	-661.136817
-0.422514	-660.674095
-0.522447	-660.252348
-0.633097	-659.800120
-0.642178	-659.414510
-0.551049	-659.037838
-0.557818	-658.750408
-0.665750	-658.413631
-0.573674	-658.077148
-0.680293	-657.796096
-0.497605	-657.485599
-0.794130	-657.208525
-0.513678	-656.803129
-0.611876	-656.455020
-0.720113	-656.105250
-0.726701	-655.825528
-0.543412	-655.540536
-0.551951	-655.177966
-0.557496	-654.942511
-0.464858	-654.629919
-0.571731	-654.338060
-0.479384	-654.013135
-0.587902	-653.651435
-0.687220	-653.255770
-0.407470	-652.820553
-0.616281	-652.446396
-0.525384	-652.059851
-0.632237	-651.768898
-0.640688	-651.410054
-0.447383	-651.125761
-0.554774	-650.811896
-0.565573	-650.353384
-0.574639	-649.968404
-0.485665	-649.500225
-0.593073	-649.185677
-0.702834	-648.771182
-0.612513	-648.360198
-0.523306	-647.901902
-0.433539	-647.467400
-0.543502	-647.044337
-0.654761	-646.566266
-0.567792	-646.012941
-0.580645	-645.467177
-0.592301	-644.972258
-0.417856	-644.311772
-0.620157	-643.789429
-0.533855	-643.207804
-0.549928	-642.525308
-0.564586	-641.902886
-0.578126	-641.327977
-0.690173	-640.816446
-0.512211	-640.305291
-0.523474	-639.827017
-0.433282	-639.410577
-0.730326	-639.111452
-0.639538	-638.720288
-0.556305	-638.432969
-0.653108	-638.144078
-0.758082	-637.932893
-0.573248	-637.713513
-0.580048	-637.424766
-0.675868	-637.177644
-0.681631	-636.932953
-0.597229	-636.695250
-0.692479	-636.472338
-0.508614	-636.211827
-0.702066	-636.065225
-0.518948	-635.773020
-0.624302	-635.545673
-0.531260	-635.250243
-0.637270	-634.995038
-0.546486	-634.603724
-0.554397	-634.267801
-0.464634	-633.833092
-0.472958	-633.479638
-0.482800	-633.061736
-0.492842	-632.635327
-0.601150	-632.282561
-0.610739	-631.875386
-0.432907	-631.358707
-0.635000	-630.845231
-0.647636	-630.308676
-0.469723	-629.795455
-0.572291	-629.261772
-0.585939	-628.682246
-0.509356	-628.112539
-0.614597	-627.465384
-0.730134	-626.805646
-0.646392	-626.115308
-0.660547	-625.514249
-0.584542	-624.920000
-0.599194	-624.297850
-0.701740	-623.765129
-0.625513	-623.180288
-0.539094	-622.603622
-0.551236	-622.088049
-0.559847	-621.722408
-0.570881	-621.253884
-0.771163	-620.817294
-0.693188	-620.306686
