45.709303	16.943551
45.818861	16.707115
45.634141	16.329129
45.935430	16.049861
45.654951	15.814338
45.764942	15.567187
45.680610	15.179590
45.693462	14.861667
45.701269	14.668535
45.911725	14.409877
45.724953	14.082645
45.643005	13.636091
45.851944	13.414948
45.861286	13.183852
45.873500	12.881705
45.893184	12.394771
45.812804	11.909420
45.929022	11.508226
45.844907	11.115278
45.863580	10.653347
45.868997	10.519348
45.879007	10.271721
45.789155	10.020673
46.002586	9.688436
45.914447	9.395019
45.925319	9.126082
45.828750	9.041191
46.041279	8.731272
45.960617	8.252884
45.964936	8.146045
46.075832	7.876496
45.991867	7.479823
46.106473	7.118507
46.017988	6.833653
45.926931	6.612439
46.042282	6.232688
46.054852	5.921734
46.065400	5.660802
45.979137	5.320986
46.097698	4.861819
46.005329	4.673054
46.022013	4.260323
46.037312	3.881878
46.138891	3.842804
46.049222	3.587255
46.063640	3.230572
46.078730	2.857287
46.094730	2.461498
46.100605	2.316160
46.112984	2.009919
46.037969	1.639230
46.138731	1.373005
46.343777	1.248177
45.960553	1.080568
46.161987	0.797711
46.082398	0.540167
46.092808	0.282648
46.103665	0.014067
45.922665	-0.455936
46.035600	-0.775927
46.143778	-0.978225
46.045896	-1.030628
46.144999	-1.008427
46.055875	-1.277484
46.063633	-1.469403
46.067250	-1.558867
46.074085	-1.727957
46.086319	-2.030598
46.092315	-2.178910
46.102335	-2.426778
46.003487	-2.455274
46.102383	-2.427969
46.104690	-2.485044
46.006822	-2.537796
45.921714	-2.658798
46.118127	-2.817430
46.216040	-2.765814
46.012910	-2.688384
46.109064	-2.593243
45.824495	-2.727584
46.016171	-2.769053
46.115590	-2.754673
46.018120	-2.817266
45.923242	-2.696606
45.820239	-2.622312
45.920608	-2.631444
45.819651	-2.607771
45.921923	-2.663971
45.823359	-2.699501
45.914015	-2.468342
46.000558	-2.382828
45.811816	-2.413938
45.804267	-2.227212
45.700731	-2.139743
45.698537	-2.085462
45.695023	-1.998521
45.794108	-1.975902
45.884305	-1.733399
45.783139	-1.704548
45.884741	-1.744174
45.979102	-1.852065
45.887964	-1.823918
45.890752	-1.892863
45.897289	-2.054575
45.990426	-2.132177
45.905997	-2.269996
45.989648	-2.112952
45.996265	-2.276618
45.998299	-2.326946
45.909788	-2.363771
45.811562	-2.407663
45.811654	-2.409951
45.807822	-2.315145
45.906147	-2.273700
45.894836	-1.993893
45.896420	-2.033097
45.799631	-2.112517
45.905816	-2.265530
45.706806	-2.290024
45.804857	-2.241795
45.813540	-2.456584
45.821044	-2.642215
45.720668	-2.632929
45.723913	-2.713199
45.928787	-2.833762
45.920590	-2.631007
45.920120	-2.619372
45.722463	-2.677317
45.817572	-2.556325
45.619879	-2.366041
45.813304	-2.450751
45.631222	-2.646625
45.637014	-2.789911
45.922195	-2.670705
45.635451	-2.751245
45.632695	-2.683067
45.716835	-2.538100
45.621298	-2.401134
45.614054	-2.221946
45.507812	-2.067525
45.405745	-2.016392
45.693114	-1.951298
45.496252	-1.781554
45.395575	-1.764803
45.603244	-1.954510
45.692361	-1.932669
45.594189	-1.730521
45.586609	-1.543011
45.378108	-1.332707
45.379829	-1.375299
45.372207	-1.186745
45.363531	-0.972116
45.561915	-0.932142
45.264881	-0.758147
45.354352	-0.745047
45.452782	-0.706220
45.451343	-0.670618
45.347593	-0.577859
45.440792	-0.409614
45.339651	-0.381385
45.243210	-0.222048
45.236501	-0.056084
45.421791	0.060439
45.233175	0.026188
45.419128	0.126312
45.327863	-0.089781
45.439163	-0.369312
45.441643	-0.430656
45.339046	-0.366416
45.439314	-0.373052
45.252495	-0.451742
45.347253	-0.569449
45.355955	-0.784714
45.265387	-0.770665
45.356838	-0.806545
45.362427	-0.944800
45.277507	-1.070469
