-0.306442	-689.720263
-0.304860	-689.759392
-0.304511	-689.768018
-0.398690	-689.837816
-0.295415	-689.993046
-0.290701	-690.109654
-0.383733	-690.207799
-0.186006	-690.300017
-0.282386	-690.315346
-0.282369	-690.315767
-0.183499	-690.362023
-0.183750	-690.355811
-0.181717	-690.406106
-0.179169	-690.469125
-0.084323	-690.440585
-0.088641	-690.333781
-0.190563	-690.187285
-0.197530	-690.014925
-0.204179	-689.850447
-0.114179	-689.702026
-0.121888	-689.511310
-0.223627	-689.369349
-0.131744	-689.267509
-0.137227	-689.131866
-0.239879	-688.967320
-0.148689	-688.848338
-0.152174	-688.762125
-0.058779	-688.672946
-0.164065	-688.467976
-0.073619	-688.305842
-0.276969	-688.049795
-0.285689	-687.834098
-0.292240	-687.672023
-0.204603	-687.465138
-0.213459	-687.246077
-0.322188	-686.931186
-0.233567	-686.748656
-0.145918	-686.517341
-0.156804	-686.248027
-0.364497	-685.884571
-0.277975	-685.650099
-0.290832	-685.332052
-0.110275	-684.999495
-0.220826	-684.664295
-0.131011	-684.486551
-0.040311	-684.330687
-0.143986	-684.165563
-0.149625	-684.026072
-0.253679	-683.851581
-0.260461	-683.683807
-0.168683	-683.554622
-0.370730	-683.355561
-0.280346	-683.191909
-0.189305	-683.044490
-0.096879	-682.931349
-0.101688	-682.812376
-0.110137	-682.603364
-0.115475	-682.471329
-0.119400	-682.374226
-0.125713	-682.218053
-0.229990	-682.038041
-0.331935	-681.915703
-0.140710	-681.847071
-0.242797	-681.721237
-0.150393	-681.607520
-0.255291	-681.412161
-0.357459	-681.284314
-0.264739	-681.178445
-0.369011	-680.998548
-0.280986	-680.776511
-0.290739	-680.535245
-0.396106	-680.328278
-0.305120	-680.179496
-0.117878	-680.012331
-0.225708	-679.744408
-0.332176	-679.510205
-0.341177	-679.287543
-0.449285	-679.012743
-0.559763	-678.679350
-0.280119	-678.398423
-0.291437	-678.118449
-0.400843	-677.811546
-0.316826	-677.490368
-0.426862	-677.167901
-0.437467	-676.905558
-0.351545	-676.631513
-0.366655	-676.257722
-0.480922	-675.830587
-0.396795	-675.512125
-0.408943	-675.211611
-0.323299	-674.930705
-0.432418	-674.630906
-0.346390	-674.359475
-0.357659	-674.080714
-0.659600	-673.810057
-0.571109	-673.599573
-0.481371	-673.419934
-0.489374	-673.221960
-0.396963	-673.108443
-0.402776	-672.964622
-0.504723	-672.842261
-0.315164	-672.757143
-0.221039	-672.686023
-0.422801	-672.469260
-0.427699	-672.348105
-0.430128	-672.288001
-0.433961	-672.193178
-0.242937	-672.144308
-0.347511	-671.956954
-0.256714	-671.803490
-0.162862	-671.725626
-0.362615	-671.583301
-0.372839	-671.330389
-0.383318	-671.071166
