0.0	4.6770024	-0.0990157
0.2	4.7250772	-46.1749
0.4	4.7323689	-51.4663
0.6	4.720612	-37.7089
0.8	4.719636	-34.7329
1.0	4.7185121	-31.6107
1.2	4.7352824	-46.3796
1.4	4.774086	-83.1829
1.6	4.7432275	-50.3268
1.8	4.7869258	-92.0235
2.0	4.7741942	-77.2916
2.2	4.7573729	-58.4703
2.8	4.7325516	-27.6482
3.0	4.6737919	33.1108
3.2	4.6719141	36.9875
3.8	4.7267599	-11.8571
4.0	4.7083545	8.54751
5.0	4.6736917	53.2108
6.0	4.7260175	10.8858
7.0	4.7148771	32.0247
8.0	4.6507988	106.102
9.0	4.7806973	-13.7948
10.0	4.7893233	-12.4207
11.0	4.8132977	-26.3948
12.0	4.7472625	49.6398
13.0	4.8554521	-48.5502
14.0	4.803371	13.5295
15.0	4.7518816	75.0218
16.0	4.8249459	11.9574
17.0	4.8629284	-16.0253
18.0	4.8104763	46.4255
19.0	4.7869425	79.9608
20.0	4.8098159	67.088
21.0	4.7762718	110.63
22.0	4.8564548	40.4458
23.0	4.8754754	31.4253
24.0	4.8168559	100.047
25.0	4.912962	13.9411
26.0	4.9214602	15.4419
27.0	4.8715186	75.384
28.0	4.8950982	61.8039
29.0	4.8895955	77.3074
30.0	4.8817391	95.1636
31.0	4.8887448	98.1572
32.0	4.9307995	66.1027
33.0	4.988492	18.41
34.0	4.9575176	59.3851
35.0	5.0226488	4.25432
36.0	5.0222187	14.6843
37.0	4.9517679	95.1352
38.0	4.9886727	68.2308
39.0	4.9676685	99.2337
40.0	4.9020042	174.899
41.0	4.9487572	138.146
42.0	4.9311957	165.706
43.0	4.9743295	132.572
44.0	4.9824166	134.485
45.0	5.09481	32.0932
46.0	5.0015836	135.319
47.0	5.1410527	5.85017
48.0	5.0489459	107.956
49.0	5.0832515	83.6502
50.0	5.0258045	151.097
51.0	5.1067038	80.1985
52.0	5.0848269	112.075
53.0	5.1119618	94.9413
54.0	4.9628277	254.075
55.0	5.0757937	151.108
56.0	5.1865883	50.3157
57.0	5.0791616	167.742
58.0	5.1681004	88.8023
59.0	5.1991148	67.786
60.0	5.2070351	69.8656
61.0	5.1907282	96.1731
62.0	5.3142624	-17.3597
63.0	5.1630588	143.843
64.0	5.217443	99.459
65.0	5.1898813	137.023
66.0	5.2336059	103.297
67.0	5.2465763	100.326
68.0	5.1715388	185.363
69.0	5.2393813	127.52
70.0	5.2978597	79.0417
71.0	5.3001213	86.7821
72.0	5.3517532	45.1503
73.0	5.3082356	98.6655
74.0	5.3668952	50.0064
75.0	5.3372636	89.6387
76.0	5.3050089	131.893
77.0	5.4235744	23.3291
78.0	5.2652473	191.655
79.0	5.4381728	28.7281
80.0	5.5207729	-43.8704
81.0	5.4681764	18.7268
82.0	5.5376058	-40.7044
83.0	5.4346247	72.2786
84.0	5.5076284	9.27501
85.0	5.4240899	102.812
86.0	5.4655852	71.3166
87.0	5.5060153	40.8866
88.0	5.5419478	14.9553
89.0	5.4833994	83.5038
90.0	5.5052304	71.6724
91.0	5.5192342	67.668
92.0	5.5296183	67.2839
93.0	5.572834	34.0669
94.0	5.5185184	98.3836
95.0	5.5834112	43.4924
96.0	5.5162492	120.653
97.0	5.5839391	62.9622
98.0	5.6226444	34.2589
99.0	5.5974998	69.4025
100.0	5.5560298	120.871
101.0	5.6541386	32.7651
102.0	5.5359478	160.956
103.0	5.6689734	37.9281
104.0	5.6695642	47.3387
105.0	5.6188784	108.024
106.0	5.6100841	126.817
107.0	5.7756	-28.6971
