Break_extension	LC	Break_force	Force_drop	Fitting_error	Max_extension
4.423404	4.559240	563.766717	315.541975	396.136068	146.721515
22.526857	24.537334	249.832040	69.375334	109.404916	146.721515
29.871129	33.217420	203.346176	38.827040	39.448633	146.721515
34.614377	38.602750	170.127606	43.355936	44.759170	146.721515
46.230928	51.078852	217.286017	162.847702	44.203852	146.721515
60.462667	74.867224	79.373226	23.513986	1.594782	146.721515
67.195427	84.287274	72.574827	54.998607	1.229500	146.721515
112.177014	126.430030	205.846484	223.935600	13.155418	146.721515
